course_code,course_name,description,credit,course_level,is_compulsory
SNC1W,Science,"This course enables students to develop their understanding of concepts related to biology, chemistry, physics, and Earth and space science, and to relate science to technology, society, and the environment. Throughout the course, students will develop and refine their STEM skills as they use scientific research, scientific experimentation, and engineering design processes to investigate concepts and apply their knowledge in situations that are relevant to their lives and communities. Students will continue to develop transferable skills as they become scientifically literate global citizens.",1.00,9,FALSE
SNC1D,Science,"This course enables students to develop their understanding of basic concepts in biology, chemistry, earth and space science, and physics, and to relate science to technology, society, and the environment. Throughout the course, students will develop their skills  in the processes of scientific investigation. Students will acquire an understanding of scientific theories and conduct investigations related to sustainable ecosystems; atomic and molecular structures and the properties of elements and compounds; the study of  the universe and its properties and components; and the principles of electricity",1.00,9,TRUE
SNC1P,Science,"This course enables students to develop their understanding of basic concepts in biology, chemistry, earth and space science, and physics, and to apply their knowledge of science to everyday situations. They are also given opportunities to develop practical skills related to scientific investigation. Students will plan and conduct investigations into practical problems and issues related to the impact of human activity on ecosystems; the structure and properties of elements and compounds; space exploration and the components of the universe; and static and current electricity.",1.00,9,FALSE
SNC2D,Science,"This course enables students to enhance their understanding of concepts in biology, chemistry, earth and space science, and physics, and of the interrelationships between science, technology, society, and the environment. Students are also given opportunities to further develop their scientific investigation skills. Students will plan and conduct investigations and develop their understanding of scientific theories related to the connections between cells and systems in animals and plants; chemical reactions, with a particular focus on acid–base reactions; forces that affect climate and climate change; and the interaction of light and matter.",1.00,10,TRUE
SNC2P,Science,"This course enables students to develop a deeper understanding of concepts in biology, chemistry, earth and space science, and physics, and to apply their knowledge of science in real-world situations. Students are given opportunities to develop further practical skills in scientific investigation. Students will plan and conduct investigations into everyday problems and issues related to human cells and body systems; chemical reactions; factors affecting climate change; and the interaction of light and matter.",1.00,10,FALSE
SBI3U,Biology,"This course furthers students’ understanding of the processes that occur in biological systems. Students will study theory and conduct investigations in the areas of biodiversity; evolution; genetic processes; the structure and function of animals; and the anatomy, growth, and function of plants. The course focuses on the theoretical aspects of the topics under study, and helps students refine skills related to scientific investigation.",1.00,11,FALSE
SBI3C,Biology,"This course focuses on the processes that occur in biological systems. Students will learn concepts and theories as they conduct investigations in the areas of cellular biology, microbiology, genetics, the anatomy of mammals, and the structure of plants and their role in the natural environment. Emphasis will be placed on the practical application of concepts, and on the skills needed for further study in various branches of the life sciences and related fields.",1.00,11,FALSE
SBI4U,Biology,"This course provides students with the opportunity for in-depth study of the concepts and processes that occur in biological systems. Students will study theory and conduct investigations in the areas of biochemistry, metabolic processes, molecular genetics, homeostasis, and population dynamics. Emphasis will be placed on the achievement of detailed knowledge and the refinement of skills needed for further study in various branches of the life sciences and related fields.",1.00,12,FALSE
SCH3U,Chemistry,"This course enables students to deepen their understanding of chemistry through the study of the properties of chemicals and chemical bonds; chemical reactions and quantitative relationships in those reactions; solutions and solubility; and atmospheric chemistry and the behaviour of gases. Students will further develop their analytical skills and investigate the qualitative and quantitative properties of matter, as well as the impact of some common chemical reactions on society and the environment.",1.00,12,FALSE
SCH4U,Chemistry,"This course enables students to deepen their understanding of chemistry through the study of organic chemistry, the structure and properties of matter, energy changes and rates of reaction, equilibrium in chemical systems, and electrochemistry. Students will further develop their problem-solving and investigation skills as they investigate chemical processes, and will refine their ability to communicate scientific information. Emphasis will be placed on the importance of chemistry in everyday life and on evaluating the impact of chemical technology on the environment.",1.00,12,FALSE
SCH4C,Chemistry,"This course enables students to develop an understanding of chemistry through the study of matter and qualitative analysis, organic chemistry, electrochemistry, chemical calculations, and chemistry as it relates to the quality of the environment. Students will use a variety of laboratory techniques, develop skills in data collection and scientific analysis, and communicate scientific information using appropriate terminology. Emphasis will be placed on the role of chemistry in daily life and the effects of technological applications and processes on society and the environment.",1.00,12,FALSE
SES4U,Earth and Space Science,"This course develops students’ understanding of Earth and its place in the universe. Students will investigate the properties of and forces in the universe and solar system and analyse techniques scientists use to generate knowledge about them. Students will closely examine the materials of Earth, its internal and surficial processes, and its geological history, and will learn how Earth’s systems interact and how they have changed over time. Throughout the course, students will learn how these forces, processes, and materials affect their daily lives. The course draws on biology, chemistry, physics, and mathematics in its consideration of geological and astronomical processes that can be observed directly or inferred from other evidence.",1.00,12,FALSE
SVN3M,Environmental Science,"This course provides students with the fundamental knowledge of and skills relating to environmental science that will help them succeed in life after secondary school. Students will explore a range of topics, including the role of science in addressing contemporary environmental challenges; the impact of the environment on human health; sustainable agriculture and forestry; the reduction and management of waste; and the conservation of energy. Students will increase their scientific and environmental literacy and examine the interrelationships between science, the environment, and society in a variety of areas",1.00,11,FALSE
SVN3E,Environmental Science,"This course provides students with the fundamental knowledge of and skills relating to environmental science that will help them succeed in work and life after secondary school. Students will explore a range of topics, including the impact of human activities on the environment; human health and the environment; energy conservation; resource science and management; and safety and environmental responsibility in the workplace. Emphasis is placed on relevant, practical applications and current topics in environmental science, with attention to the refinement of students’ literacy and mathematical literacy skills as well as the development of their scientific and environmental literacy.",1.00,11,FALSE
SPH3U,Physics,"This course develops students’ understanding of the basic concepts of physics. Students will explore kinematics, with an emphasis on linear motion; different kinds of forces; energy transformations; the properties of mechanical waves and sound; and electricity and magnetism. They will enhance their scientific investigation skills as they test laws of physics. In addition, they will analyse the interrelationships between physics and technology, and consider the impact of technological applications of physics on society and the environment.",1.00,11,FALSE
SPH4U,Physics,"This course enables students to deepen their understanding of physics concepts and theories. Students will continue their exploration of energy transformations and the forces that affect motion, and will investigate electrical, gravitational, and magnetic fields and electromagnetic radiation. Students will also explore the wave nature of light, quantum mechanics, and special relativity. They will further develop their scientific investigation skills, learning, for example, how to analyse, qualitatively and quantitatively, data related to a variety of physics concepts and principles. Students will also consider the impact of technological applications of physics on society and the environment.",1.00,12,FALSE
SPH4C,Physics,"This course develops students’ understanding of the basic concepts of physics. Students will explore these concepts with respect to motion; mechanical, electrical, electromagnetic, energy transformation, hydraulic, and pneumatic systems; and the operation of commonly used tools and machines. They will develop their scientific investigation skills as they test laws of physics and solve both assigned problems and those emerging from their investigations. Students will also consider the impact of technological applications of physics on society and the environment.",1.00,12,FALSE
SNC4M,Science,"This course enables students, including those pursuing postsecondary programs outside the sciences, to increase their understanding of science and contemporary social and environmental issues in health-related fields. Students will explore a variety of medical technologies, pathogens and disease, nutritional science, public health issues, and biotechnology. The course focuses on the theoretical aspects of the topics under study and helps refine students’ scientific investigation skills.",1.00,12,FALSE
SNC4E,Science,"This course provides students with fundamental science knowledge and workplace skills needed to prepare them for success beyond secondary school. Students will explore hazards in the workplace, chemicals in consumer products, disease and its prevention, electricity at home and at work, and nutritional science. Emphasis is placed on current topics in science and relevant, practical activities that develop students’ literacy and mathematical literacy skills and enhance their scientific literacy.",1.00,12,FALSE
ADA1O,Drama,"This course provides opportunities for students to explore dramatic forms and techniques,
using material from a wide range of sources and cultures. Students will use the elements
of drama to examine situations and issues that are relevant to their lives. Students will
create, perform, discuss, and analyse drama, and then reflect on the experiences to
develop an understanding of themselves, the art form, and the world around them.",1.00,9,FALSE
ADA2O,Drama,"This course provides opportunities for students to explore dramatic forms, conventions,
and techniques. Students will explore a variety of dramatic sources from various
cultures and representing a range of genres. Students will use the elements of drama in
creating and communicating through dramatic works. Students will assume responsibility
for decisions made in the creative and collaborative processes and will reflect on their
experiences.",1.00,10,FALSE
ALC1O,Integrated Arts,"This course integrates two or more of the arts (dance, drama, media arts, music, and
visual arts), giving students the opportunity to produce and present integrated art works
created individually or collaboratively. Students will demonstrate innovation as they
learn and apply concepts, styles, and conventions unique to the various arts and
acquire skills that are transferable beyond the classroom. Students will use the creative
process and responsible practices to explore solutions to integrated arts challenges. ",1.00,9,FALSE
ALC2O,Integrated Arts,"This course integrates two or more of the arts (dance, drama, media arts, music, and visual arts), giving students the opportunity to produce and present integrated art works created individually or collaboratively. Students will demonstrate innovation as they learn and apply concepts, styles, and conventions unique to the various arts and acquire skills that are transferable beyond the classroom. Students will use the creative process and responsible practices to explore solutions to integrated arts challenges.",1.00,10,FALSE
ADA3M,Drama,"This course requires students to create and perform in dramatic presentations. Students
will analyse, interpret, and perform dramatic works from various cultures and time
periods. Students will research various acting styles and conventions that could be
used in their presentations, and analyse the functions of playwrights, directors, actors,
designers, technicians, and audiences. ",1.00,11,FALSE
ADA3O,Drama,"This course requires students to engage in dramatic processes and the presentation of
dramatic works, and emphasizes the application of drama skills in other contexts and
opportunities. Students will interpret and present works in a variety of dramatic forms,
create and script original works, and critically analyse the processes involved in producing
drama works. Students will develop a variety of skills related to collaboration and the
presentation of drama works. ",1.00,11,FALSE
ADA4M,Drama,"This course requires students to experiment individually and collaboratively with forms
and conventions of both drama and theatre from various cultures and time periods.
Students will interpret dramatic literature and other texts and media sources while learning
about various theories of directing and acting. Students will examine the significance
of dramatic arts in various cultures, and will analyse how the knowledge and skills
developed in drama are related to their personal skills, social awareness, and goals
beyond secondary school. ",1.00,12,FALSE
ADA4E,Drama,"This course requires students to create, present, and analyse a variety of dramatic works
relevant to the workplace. Students will build trust and collaborative skills and develop
self-confidence through hands-on experience and project-based learning in drama activities. Students will also explore skills related to the study of drama that can be applied in the workplace. ",1.00,12,FALSE
AMU1O,Music,"This course emphasizes the creation and performance of music at a level consistent with previous experience and is aimed at developing technique, sensitivity, and imagination. Students will develop musical literacy skills by using the creative and critical analysis processes in composition, performance, and a range of reflective and analytical activities. Students will develop an understanding of the conventions and elements of music and of safe practices related to music, and will develop a variety of skills transferable to other areas of their life.",1.00,9,FALSE
AMU2O,Music,"This course emphasizes the creation and performance of music at a level consistent with
previous experience. Students will develop musical literacy skills by using the creative
and critical analysis processes in composition, performance, and a range of reflective and
analytical activities. Students will develop their understanding of musical conventions,
practices, and terminology and apply the elements of music in a range of activities. They
will also explore the function of music in society with reference to the self, communities,
and cultures. ",1.00,10,FALSE
AEA3O,Exploring and Creating in the Arts,"This course offers students the opportunity to explore connections between dance, drama, media arts, music, and/or visual arts. Students will use the creative process individually and/or collaboratively to produce integrated art works that draw on various disciplines, and they will critically analyse art works and determine how interpreting these works affects their own development. Students will develop responsible practices that are transferable beyond the classroom. They will explore solutions to integrated arts challenges and discover that art is everywhere, influencing and reflecting society.",1.00,11,FALSE
AEA4O,Exploring and Creating in the Arts,"This course offers students the opportunity to explore connections between dance, drama, media arts, music, and/or visual arts. Students will use the creative process individually and/or collaboratively to produce integrated art works that draw on various disciplines, and they will critically analyse art works and determine how interpreting these works affects their own development. Students will develop responsible practices that are transferable beyond the classroom. They will explore solutions to integrated arts challenges and discover that art is everywhere, influencing and reflecting society.",1.00,12,FALSE
AMU3M,Music,"This course provides students with opportunities to develop their musical literacy through
the creation, appreciation, analysis, and performance of music, including traditional,
commercial, and art music. Students will apply the creative process when performing
appropriate technical exercises and repertoire and will employ the critical analysis
processes when reflecting on, responding to, and analysing live and recorded performances. Students will consider the function of music in society and the impact of music on individuals and communities. They will explore how to apply skills developed in
music to their life and careers. ",1.00,11,FALSE
AMU3O,Music,"This course develops students’ musical literacy through performance and the preparation
and presentation of music productions. Students will perform works at a level consistent
with previous experience. Independently and collaboratively, students will use current
technology and the creative and critical analysis processes to plan, produce, present,
and market musical productions. Students will respond to, reflect on, and analyse
music from various genres and periods, and they will develop skills transferable to
other aspects of their life and their careers. ",1.00,11,FALSE
AMU4M,Music,"This course enables students to enhance their musical literacy through the creation,
appreciation, analysis, and performance of music. Students will perform traditional,
commercial, and art music, and will respond with insight to live and recorded performances. Students will enhance their understanding of the function of music in society and the impact of music on themselves and various communities and cultures. Students will analyse how to apply skills developed in music to their life and careers. ",1.00,12,FALSE
AMU4E,Music,"This course provides students with the fundamental knowledge and skills needed
to succeed in the music workplace. Students will, at a level consistent with previous
experience, perform appropriate musical works. Independently and collaboratively,
students will use current technology and the creative and critical analysis processes
to plan, produce, and market music presentations that reflect a broad spectrum of
workplace contexts. In addition, students will explore ethical and safe practices
related to music. ",1.00,12,FALSE
AVI1O,Visual Arts,"This course is exploratory in nature, offering an overview of visual arts as a foundation
for further study. Students will become familiar with the elements and principles of
design and the expressive qualities of various materials by using a range of media,
processes, techniques, and styles. Students will use the creative and critical analysis
processes and will interpret art within a personal, contemporary, and historical context. ",1.00,9,FALSE
AVI2O,Visual Arts,"This course enables students to develop their skills in producing and presenting art
by introducing them to new ideas, materials, and processes for artistic exploration and
experimentation. Students will apply the elements and principles of design when exploring
the creative process. Students will use the critical analysis process to reflect on and interpret art within a personal, contemporary, and historical context. ",1.00,10,FALSE
AVI3O,Visual Arts,"This course focuses on studio activities in one or more of the visual arts, including
drawing, painting, sculpture, photography, printmaking, collage, and/or multimedia art.
Students will use the creative process to create art works that reflect a wide range of
subjects and will evaluate works using the critical analysis process. Students will also
explore works of art within a personal, contemporary, historical, and cultural context. ",1.00,11,FALSE
AVI3M,Visual Arts,"This course enables students to further develop their knowledge and skills in visual arts.
Students will use the creative process to explore a wide range of themes through studio
work that may include drawing, painting, sculpting, and printmaking, as well as the
creation of collage, multimedia works, and works using emerging technologies. Students
will use the critical analysis process when evaluating their own work and the work of
others. The course may be delivered as a comprehensive program or through a program
focused on a particular art form (e.g., photography, video, computer graphics, information design). ",1.00,11,FALSE
AVI4M,Visual Arts,"This course focuses on enabling students to refine their use of the creative process
when creating and presenting two- and three-dimensional art works using a variety of
traditional and emerging media and technologies. Students will use the critical analysis
process to deconstruct art works and explore connections between art and society. The
studio program enables students to explore a range of materials, processes, and techniques
that can be applied in their own art production. Students will also make connections
between various works of art in personal, contemporary, historical, and cultural contexts. ",1.00,12,FALSE
AVI4E,Visual Arts,"This course focuses on a practical approach to a variety of art and design projects related
to the workplace. Students will use the creative process to produce a traditional and/or
digital portfolio of their work in a variety of media. Students may focus on various
aspects of visual arts, including advertising, ceramics, fashion design, graphic arts,
jewellery design, and/or web design. ",1.00,12,FALSE
ATC1O,Dance,"This course gives students the opportunity to explore their technical and compositional
skills by applying the elements of dance and the tools of composition in a variety of
performance situations. Students will generate movement through structured and
unstructured improvisation, demonstrate an understanding of safe practices with
regard to themselves and others in the dance environment, and identify the function
and significance of dance within the global community. ",1.00,9,FALSE
ATC2O,Dance,"This course emphasizes the development of students’ technique and creative skills relating
to the elements of dance and the tools of composition in a variety of performance situations.
Students will identify responsible personal and interpersonal practices related to dance
processes and production, and will apply technologies and techniques throughout the
process of creation to develop artistic scope in the dance arts. ",1.00,10,FALSE
ATC3M,Dance,"This course emphasizes the development of students’ artistry, improvisational and
compositional skills, and technical proficiency in dance genres from around the world.
Students will apply dance elements, techniques, and tools in a variety of ways, including performance situations; describe and model responsible practices related to the
dance environment; and reflect on how the study of dance affects personal and artistic
development. ",1.00,11,FALSE
ATC3O,Dance,"This course emphasizes the development of students’ movement vocabulary relating
to dance genres from around the world, and of their understanding of the elements of
dance and the tools of composition in a variety of performance situations. Students will
research and explain how physical, intellectual, and artistic skills developed in dance
can be applied in a wide range of careers. They will apply tools and techniques throughout the process of creation and presentation, and reflect on how studies in the dance arts
affect personal identity. ",1.00,11,FALSE
ATC4M,Dance,"This course emphasizes the development of students’ technical proficiency, fluency in the
language of movement in dance genres from around the world, and understanding of
dance science. Students will explain the social, cultural, and historical contexts of dance;
apply the creative process through the art of dance in a variety of ways; and exhibit an
understanding of the purpose and possibilities of continuing engagement in the arts as
a lifelong learner. ",1.00,12,FALSE
ATC4E,Dance,"This course enables students to develop performance and interpersonal skills through the study of dance. Students will apply the elements of dance and the tools of composition to develop a physical vocabulary that can be used to create and communicate through dance. Students will research and explain how physical, intellectual, and artistic skills developed in the dance arts are transferable to a wide range of careers and workplace environments. They will develop an understanding of practices associated with healthy living, the benefits of self-discipline, and the importance of continuing engagement in the arts.",1.00,12,FALSE
ASM2O,Media Arts,"This course enables students to create media art works by exploring new media, emerging
technologies such as digital animation, and a variety of traditional art forms such as film,
photography, video, and visual arts. Students will acquire communications skills that are
transferable beyond the media arts classroom and develop an understanding of responsible practices related to the creative process. Students will develop the skills necessary to create and interpret media art works. ",1.00,10,FALSE
ASM3O,Media Arts,"This course enables students to create media art works using available and emerging
technologies such as computer animation, digital imaging, and video, and a variety of
media. Students will explore the elements and principles of media arts, the connections
between contemporary media art works and traditional art forms, and the importance of
using responsible practices when engaged in the creative process. Students will develop
the skills necessary to create and interpret media art works. ",1.00,11,FALSE
ASM3M,Media Arts,"This course focuses on the development of media arts skills through the production
of art works involving traditional and emerging technologies, tools, and techniques
such as new media, computer animation, and web environments. Students will explore
the evolution of media arts as an extension of traditional art forms, use the creative process
to produce effective media art works, and critically analyse the unique characteristics of
this art form. Students will examine the role of media artists in shaping audience perceptions of identity, culture, and values. ",1.00,11,FALSE
ASM4M,Media Arts,"This course emphasizes the refinement of media arts skills through the creation of a
thematic body of work by applying traditional and emerging technologies, tools, and
techniques such as multimedia, computer animation, installation art, and performance art.
Students will develop works that express their views on contemporary issues and will
create portfolios suitable for use in either career or postsecondary education applications.
Students will critically analyse the role of media artists in shaping audience perceptions
of identity, culture, and community values. ",1.00,12,FALSE
ASM4E,Media Arts,"This course focuses on a practical approach to a variety of media arts challenges related
to the interests of the student and provides students with opportunities to examine
media arts in relation to the world of work. Students will develop works that express
their views on contemporary issues and will create portfolios suitable for use in post -
secondary work experiences. Students will critically analyse the role of media artists in
shaping audience perceptions of identity, culture, and community values, particularly
within the context of the workplace.",1.00,12,FALSE
BEM1O,Building the Entrepreneurial Mindset,"In this course, students will learn what makes an entrepreneur thrive and the skills required to succeed in today’s business environment. Students will begin to develop their own entrepreneurial mindset, and learn why it’s important to take initiative, adapt to change, find creative solutions, and understand the financial considerations of entrepreneurship. This hands-on course will use business software and applications to help students plan and develop their entrepreneurial ideas and learn how to present them to a target audience. Throughout the course, students will enhance their communications skills as well as develop and refine their project management skills, including goal setting, time management, and networking. ",1.00,9,FALSE
BEP2O,Launching and Leading a Business,"This course introduces students to the world of business and what is required to be successful, ethical, and responsible in today’s economy. Students will develop the knowledge and skills needed to be an entrepreneur who knows how to respond to local and global market opportunities. Throughout the course, students will explore and understand the responsibility of managing different functions of a business. This includes accounting, marketing, information and communication technology, financial management, human resources, and production.",1.00,10,FALSE
BAF3M,Financial Accounting Fundamentals,"This course introduces students to the fundamental principles and procedures of accounting. Students will develop financial analysis and decision-making skills that will assist them in future studies and/or career opportunities in business. Students will acquire an understanding of accounting for a service and a merchandising business, computerized accounting, financial analysis, and ethics and current issues in accounting.",1.00,11,FALSE
BAI3E,Accounting Essentials,"This course introduces students to the accounting cycle of a service business. Students will use computer applications software to record business transactions and to prepare financial statements. Students will also investigate banking and cash management, decision making, ethical behaviour, and career opportunities in the field of accounting.",1.00,11,FALSE
BAT4M,Financial Accounting Principles,"This course introduces students to advanced accounting principles that will prepare them for postsecondary studies in business. Students will learn about financial statements for various forms of business ownership and how those statements are interpreted in making business decisions.This course expands students’ knowledge of sources of financing, further develops accounting methods for assets, and introduces accounting for partnerships and corporations.",1.00,12,FALSE
BAN4E,Accounting for a Small Business,"This course further develops students’ understanding of the fundamentals of accounting by having them examine each component of the accounting cycle, with an emphasis on a merchandising business. Students will use computer applications software to learn how accounting is practised in the workplace. Students will acquire an understanding of payroll systems, inventory, specialized journals, subsidiary ledgers, income tax reporting, and budgeting.",1.00,12,FALSE
BDI3C,Entrepreneurship:The Venture,"This course focuses on ways in which entrepreneurs recognize opportunities, generate ideas, and organize resources to plan successful ventures that enable them to achieve their goals. Students will create a venture plan for a school-based or student-run business.Through hands-on experiences, students will have opportunities to develop the values, traits, and skills most often associated with successful entrepreneurs.",1.00,11,FALSE
BDP3O,Entrepreneurship:The Enterprising Person,"This course examines the importance of enterprising employees in today’s changing business environment. Students will learn about the skills and attributes of enterprising employees, the distinguishing features of their work environments, and the challenges and rewards of becoming an enterprising person. Students will also have an opportunity to demonstrate and develop enterprising skills by planning and organizing a school or community event.",1.00,11,FALSE
BMI3C,"Marketing: Goods, Services, Events","This course introduces the fundamental concepts of product marketing, which includes the marketing of goods, services, and events. Students will examine how trends, issues, global economic changes, and information technology influence consumer buying habits. Students will engage in marketing research, develop marketing strategies, and produce a marketing plan for a product of their choice.",1.00,11,FALSE
BBB4M,International Business Essentials,"This course provides an introduction to international business. Students will explore the economic relationships that Canada has developed with other nations, and the impact of these relationships on productivity, prices, and variety of goods.This course also introduces students to a variety of career opportunities in international business.",1.00,12,FALSE
BDV4C,Entrepreneurship:Venture Planning in an  Electronic Age,This course provides students with the opportunity to develop and apply entrepreneurial skills through the creation of a venture plan that capitalizes on the potential of e-commerce. Students will research and identify an opportunity for a venture.They will then complete the components of a venture plan that includes a website.,1.00,12,FALSE
BMX3E,Marketing: Retail and Service,"This course focuses on marketing activities in the retail and service sectors. Students will examine trends and global influences on marketing decisions, and will learn about the importance of customer service in developing a customer base and maintaining customer loyalty.Through hands-on learning, students will develop personal selling and information technology skills that will prepare them for a variety of marketing-related positions in the workplace.",1.00,11,FALSE
BBB4E,International Business Essentials,"This course provides an introduction to international business. Students will explore the economic relationships that Canada has developed with other nations, and the impact of these relationships on productivity, prices, and variety of goods.This course also introduces students to a variety of career opportunities in international business.",1.00,12,FALSE
BTA3O,Information and Communication Technology: The Digital Environment,"This course prepares students for the digital environment. Using a hands-on approach, students will further develop information and communication technology skills through the use of common business software applications.The concept and operation of e-business will be explored, and students will design and create an e-business website.The skills developed in this course will prepare students for success in the workplace and/or postsecondary studies.",1.00,11,FALSE
BTX4C,Information and Communication Technology: Multimedia Solutions,"This course provides students with the opportunity to apply their information and communication technology skills while working in a team environment.Through a project-based approach, students will have opportunities to integrate common business software applications and apply multimedia techniques. Students will further develop their understanding of electronic business and e-commerce environments.The skills acquired in this course will prepare students for success in postsecondary studies and in their future careers.",1.00,12,FALSE
BOH4M,Business Leadership: Management Fundamentals,"This course focuses on the development of leadership skills used in managing a successful business. Students will analyse the role of a leader in business, with a focus on decision making, management of group dynamics,workplace stress and conflict, motivation of employees, and planning. Effective business communication skills, ethics, and social responsibility are also emphasized.",1.00,12,FALSE
BTX4E,Information and Communication Technology  in the Workplace,"This course provides students with the opportunity to further develop essential workplace skills in information and communication technology while working in a team environment. Using a project-based approach, students will focus on integrating software applications and applying multimedia software features. Students will expand their understanding of electronic business and e-commerce environments and workplace ethics.This course will prepare students for a successful transition from secondary school to the workplace.",1.00,12,FALSE
BOG4E,Business Leadership: Becoming a Manager,"This course helps students prepare for managerial positions in their future careers. Students will focus on the development of core skills required to become a successful manager, including operations management, inventory control, marketing, financial planning, scheduling, and communication.Students will also explore the management challenges of hiring, training, and motivating employees, and complying with legal requirements.",1.00,12,FALSE
LVGBD,Classical Languages (Ancient Greek/Latin),"This course introduces students to the achievements of the classical world through the study of Latin or ancient Greek. Students will learn vocabulary and grammatical concepts essential for reading and translating adapted classical texts. English is the language of instruction, and students will develop their oral communication, reading, and writing skills in both English and the classical language. Through a variety of enrichment activities, students will explore aspects of life in the ancient world, including trade, commerce, education, arts, sports, ecology, daily life, and social practices, and will make connections across the curriculum between the classical world and the world around them.",1.00,1,FALSE
LVLBD,Classical Languages (Ancient Greek/Latin),"This course introduces students to the achievements of the classical world through the study of Latin or ancient Greek. Students will learn vocabulary and grammatical concepts essential for reading and translating adapted classical texts. English is the language of instruction, and students will develop their oral communication, reading, and writing skills in both English and the classical language. Through a variety of enrichment activities, students will explore aspects of life in the ancient world, including trade, commerce, education, arts, sports, ecology, daily life, and social practices, and will make connections across the curriculum between the classical world and the world around them.",1.00,1,FALSE
LVGCU,Classical Languages (Ancient Greek/Latin),"This course provides students with opportunities to continue their exploration of the achievements of the classical world through the study of Latin or ancient Greek. Students will expand their vocabulary and consolidate their knowledge of grammatical concepts by reading and translating moderately complex adapted selections in the classical language. English is the language of instruction, and students will further improve their ability to use their oral communication, reading, and writing skills in both English and the classical language. Students will also explore diverse aspects of classical culture, including science and technology, architecture, politics and military campaigns, geography and the environment, and religion, while developing their ability to think critically and to make connections across the curriculum between the classical world and the world around them.",1.00,2,FALSE
LVLCU,Classical Languages (Ancient Greek/Latin),"This course provides students with opportunities to continue their exploration of the achievements of the classical world through the study of Latin or ancient Greek. Students will expand their vocabulary and consolidate their knowledge of grammatical concepts by reading and translating moderately complex adapted selections in the classical language. English is the language of instruction, and students will further improve their ability to use their oral communication, reading, and writing skills in both English and the classical language. Students will also explore diverse aspects of classical culture, including science and technology, architecture, politics and military campaigns, geography and the environment, and religion, while developing their ability to think critically and to make connections across the curriculum between the classical world and the world around them.",1.00,2,FALSE
LVGDU,Classical Languages (Ancient Greek/Latin),"This course provides students with opportunities to further develop their knowledge of the achievements and rich cultural legacy of the classical world through the study of Latin or ancient Greek. Students will increase their vocabulary and refine their use of grammatical concepts by reading and translating a broad selection of adapted and original classical texts, including prose and poetry. English is the language of instruction, and students will further refine their ability to use oral communication, reading, and writing skills in both English and the classical language. Students will apply research and critical thinking skills to investigate diverse aspects of classical culture, and make increasingly insightful connections between the classical world and other societies.",1.00,3,FALSE
LVGDU,Classical Languages (Ancient Greek/Latin),"This course provides students with opportunities to further develop their knowledge of the achievements and rich cultural legacy of the classical world through the study of Latin or ancient Greek. Students will increase their vocabulary and refine their use of grammatical concepts by reading and translating a broad selection of adapted and original classical texts, including prose and poetry. English is the language of instruction, and students will further refine their ability to use oral communication, reading, and writing skills in both English and the classical language. Students will apply research and critical thinking skills to investigate diverse aspects of classical culture, and make increasingly insightful connections between the classical world and other societies.",1.00,3,FALSE
LVV4U,Classical Civilization,"This course introduces students to the rich cultural legacy of the classical world. Students will investigate aspects of classical culture, including mythology, literature, art, architecture, philosophy, science, and technology, as well as elements of the ancient Greek and Latin languages. Students will develop creative and critical thinking skills through exploring and responding to works by classical authors in English translation and examining material culture brought to light through archaeology. They will also increase their communication and research skills by working both collaboratively and independently, and will acquire an understanding and appreciation of the interconnectedness of ancient and modern societies.",1.00,12,FALSE
LKBDU,Simplified Chinese,"This course explores a broad range of themes and ideas expressed through poetry, novels, plays, and Chinese history. Students will engage with the texts and analyze them through a lens that allows them to connect literature and history to real life issues, and explore how these themes can span over centuries to still be a reflection on today’s society.",1.00,12,FALSE
LKBCU,Simplified Chinese,"This course prepares students for university studies in international languages. Students will be provided with abundant opportunities for increasing their competence and confidence in listening, speaking, reading, and writing in Mandarin, while developing their creative and critical thinking skills through exploring and responding to a variety of texts in multiple forms. Students will enhance their ability to use Mandarin with clarity and precision, and will develop the language skills needed to engage in sustained conversations and discussions, understand and evaluate information, read diverse materials for both study and pleasure, and write clearly and effectively.",1.00,11,FALSE
FSF1D,Core French,"This course provides opportunities for students to communicate and interact in French with increasing independence, with a focus on familiar topics related to their daily lives. Students will develop their skills in listening, speaking, reading, and writing by using language learning strategies introduced in the elementary Core French program, and  will apply creative and critical thinking skills in various ways. They will also enhance their understanding and appreciation of diverse French-speaking communities, and  will develop skills necessary for lifelong language learning.",1.00,9,FALSE
FSF1O,Core French,"This is an introductory course for students who have little or no knowledge of French  or who have not accumulated the minimum of 600 hours of elementary Core French  instruction. Students will begin to understand and speak French in guided and structured interactive settings, and will develop fundamental skills in listening, speaking, reading, and writing through discussing issues and situations that are relevant to their daily lives. Throughout the course, students will develop their awareness of diverse French-speaking communities in Canada and acquire an understanding and appreciation of these  communities. They will also develop a variety of skills necessary for lifelong language learning.",1.00,9,FALSE
FSF1P,Core French,"This course provides opportunities for students to communicate and interact in French  in structured situations, with a focus on everyday topics, and to apply their knowledge  of French in everyday situations. Students will develop listening, speaking, reading,  and writing skills introduced in the elementary Core French program, through practical applications and concrete examples, and will use creative and critical thinking skills in various ways. They will also enhance their understanding and appreciation of diverse French-speaking communities, and will develop skills necessary for lifelong language learning.",1.00,9,FALSE
